Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 10 de outubro de 2025 - 15:31h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500270 / CAMPO GRANDE

Filtro:
Indicador: Cuidado com a Gestante e Puérpera
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REALIZADO A PRIMEIRA CONSULTA DE PRÉ-NATAL ATÉ 12 SEMANAS DE GESTAÇÃO;TER REALIZADO PELO MENOS 07 CONSULTAS DURANTE O PERÍODO DE GESTAÇÃO PARA VALORIZAR O DIAGNÓSTICO E ACOLHIMENTO OPORTUNO;TER REALIZADO PELO MENOS 07 REGISTROS DE PRESSÃO ARTERIAL DURANTE O PERÍODO DA GESTAÇÃO;TER REALIZADO PELO MENOS 07 REGISTROS SIMULTÂNEOS DE PESO E ALTURA DURANTE O PERÍODO DA GESTAÇÃO;TER REGISTRO DE PELO MENOS 03 VISITAS DOMICILIARES DO ACS/TACS, APÓS A PRIMEIRA CONSULTA DO PRÉ-NATAL;TER REGISTRO DE UMA DOSE DE DTPA A PARTIR DA 20ª SEMANA DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS, HIV E HEPATITES B E C REALIZADOS NO PRIMEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DOS TESTES RÁPIDOS OU DOS EXAMES AVALIADOS PARA SÍFILIS E HIV REALIZADOS NO TERCEIRO TRIMESTRE DE CADA GESTAÇÃO;TER REGISTRO DE PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O) REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 VISITA DOMICILIAR POR ACS/TACS REALIZADA DURANTE O PUERPÉRIO;TER REGISTRO DE PELO MENOS 01 AVALIAÇÃO ODONTOLÓGICA REALIZADA DURANTE O PERÍODO DA GESTAÇÃO POR PROFISSIONAL CIRURGIÃ(ÃO) DENTISTA OU TÉCNICA(O) EM SAÚDE BUCAL OU AUXILIAR DE SAÚDE BUCA;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;NÚMERO TOTAL DE GESTANTES E PUÉRPERAS VINCULADAS À EQUIPE;PONTUAÇÃO
"3334406";"SESAU USF NOVA ESPERANCA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440337";"EQUIPE PIRATININGA";"eSF";"13";"5";"4";"2";"9";"12";"11";"10";"3";"3";"1";"670";"20";"33,50"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440574";"EQUIPE SOL";"eSF";"14";"5";"8";"6";"10";"12";"15";"1";"5";"3";"9";"806";"22";"36,64"
"6731198";"SESAU USF JOSE TAVARES DO COUTO DR FERNANDO DE ARRUDA TORRES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440582";"EQUIPE LUZ";"eSF";"15";"11";"13";"11";"15";"11";"15";"7";"7";"7";"5";"1068";"21";"50,86"
"9439919";"SESAU USF VILA COX";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439231";"EQUIPE ROSA";"eSF";"20";"10";"12";"7";"15";"11";"19";"8";"6";"8";"10";"1154";"23";"50,17"
"0021679";"SESAU USF TRES BARRAS DRA MARIA JOSE DE PAULI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439592";"EQUIPE ACACIA";"eSF";"4";"2";"2";"2";"3";"2";"4";"3";"2";"1";"3";"256";"4";"64,00"
"9230246";"SESAU USF SIRIO LIBANES DR SYRZIL WILSON MAKSOUD";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439355";"EQUIPE FLORA";"eSF";"20";"6";"5";"4";"12";"7";"19";"6";"5";"4";"9";"893";"22";"40,59"
"0010189";"SESAU USF LAR DO TRABALHADOR DR NICOLAU FRAGELLI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439118";"EQUIPE AMARELA";"eSF";"7";"6";"6";"3";"3";"8";"7";"1";"4";"5";"5";"502";"11";"45,64"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439479";"EQUIPE VERDE";"eSF";"14";"9";"10";"10";"9";"7";"13";"8";"6";"4";"9";"905";"16";"56,56"
"3311260";"SESAU USF SAO CONRADO PASTOR ELISEU FEITOSA DE ALENCAR";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440329";"EQUIPE VERDE";"eSF";"13";"6";"5";"4";"9";"9";"10";"6";"6";"3";"8";"724";"16";"45,25"
"6585612";"SESAU USF VIDA NOVA III AQUINO DIAS BEZERRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440566";"EQUIPE TARSILA";"eSF";"32";"10";"13";"1";"27";"18";"31";"13";"8";"9";"28";"1742";"38";"45,84"
"0024422";"SESAU USF SANTA CARMELIA DR ALBINO COIMBRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001614843";"EQUIPE APORE";"eSF";"13";"3";"4";"3";"3";"4";"9";"2";"0";"0";"5";"427";"13";"32,85"
"3080021";"SESAU USF JARDIM TARUMA DR EMILIO GARBELOTI NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440205";"EQUIPE AMARELO";"eSF";"23";"11";"10";"1";"6";"13";"20";"5";"4";"1";"12";"977";"24";"40,71"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001675931";"EQUIPE AGUIA";"eSF";"3";"2";"2";"2";"4";"6";"1";"4";"2";"3";"3";"291";"10";"29,10"
"0028789";"SESAU USF MORENINHA III DR JUDSON TADEU RIBAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001705792";"EQUIPE IPE";"eSF";"21";"11";"10";"7";"8";"6";"20";"9";"2";"2";"19";"1056";"25";"42,24"
"5506158";"SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO NETTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440442";"EQUIPE IPE AZUL";"eSF";"30";"12";"13";"10";"18";"14";"7";"1";"9";"9";"18";"1299";"34";"38,21"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440450";"EQUIPE ROSA";"eSF";"28";"8";"11";"10";"19";"17";"21";"12";"10";"9";"22";"1531";"36";"42,53"
"0021792";"SESAU USF ANHANDUI DR BENTO DE ASSIS MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0002163845";"EQUIPE AGUIA";"eSF";"1";"0";"0";"0";"0";"1";"1";"0";"0";"0";"1";"37";"1";"37,00"
"0010332";"SESAU USF SAO FRANCISCO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439460";"EQUIPE AGUIA";"eSF";"15";"5";"6";"5";"5";"9";"11";"1";"4";"2";"8";"654";"18";"36,33"
"9983406";"SESAU USF ARNALDO ESTEVAO DE FIGUEIREDO DR EDGAR PEDRO R S";"CENTRO DE SAUDE/UNIDADE BASICA";"0001698168";"EQUIPE SONIA REGINA";"eSF";"5";"1";"1";"1";"4";"3";"5";"2";"3";"2";"4";"284";"7";"40,57"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439223";"EQUIPE ROSA";"eSF";"11";"5";"5";"4";"5";"8";"7";"3";"0";"4";"8";"551";"15";"36,73"
"0010294";"SESAU USF JOSE ABRAO DR ELIAS NASSER NETO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439347";"EQUIPE JOSE ABRAO";"eSF";"13";"5";"5";"2";"7";"5";"5";"5";"0";"4";"9";"553";"16";"34,56"
"0028827";"SESAU CF MARIA DE LOURDES DOS SANTOS PORTAL CAIOBA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439924";"EQUIPE AZUL";"eSF";"27";"13";"15";"14";"13";"17";"24";"13";"16";"4";"17";"1584";"30";"52,80"
"9022007";"SESAU USF ANA MARIA DO COUTO";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482602";"EQUIPE GARRA";"eSF";"18";"6";"8";"7";"15";"12";"16";"6";"3";"3";"12";"972";"21";"46,29"
"3005690";"SESAU USF JARDIM NOROESTE";"CENTRO DE SAUDE/UNIDADE BASICA";"0002296926";"EQUIPE AGUIA DOURADA";"eSF";"33";"16";"17";"11";"16";"23";"30";"24";"17";"10";"27";"2049";"44";"46,57"
"5672341";"SESAU USF ESTRELA DALVA DR JOAO MIGUEL BASMAGE";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440477";"EQUIPE VERDE";"eSF";"16";"7";"8";"7";"11";"8";"13";"5";"1";"4";"9";"817";"17";"48,06"
"3051358";"SESAU USF MARIO COVAS DR WAGNER JORGE BORTOTTO GARCIA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440116";"EQUIPE AZUL";"eSF";"19";"11";"15";"6";"15";"19";"11";"9";"4";"6";"18";"1216";"30";"40,53"
"3361837";"SESAU USF SAO BENEDITO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440353";"EQUIPE SAO BENEDITO";"eSF";"12";"6";"6";"7";"8";"9";"9";"8";"2";"1";"9";"705";"19";"37,11"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282089";"EQUIPE FORTES E GUERREIROS";"eSF";"26";"9";"8";"8";"16";"14";"24";"11";"9";"7";"26";"1448";"29";"49,93"
"3598209";"SESAU USF AERO ITALIA HERBERTO CALADO REBELO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440361";"EQUIPE IPE ROXO";"eSF";"20";"5";"11";"5";"10";"14";"17";"2";"5";"3";"18";"1010";"22";"45,91"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439495";"EQUIPE LARANJA";"eSF";"7";"3";"3";"3";"3";"5";"7";"3";"1";"1";"2";"349";"9";"38,78"
"0010154";"SESAU USF CARLOTA DR ASTROGILDO CARMONA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439010";"EQUIPE FENIX";"eSF";"6";"1";"3";"1";"3";"4";"6";"0";"1";"1";"2";"258";"6";"43,00"
"0010138";"SESAU USF SILVIA REGINA DRA ELEONORA M QUEVEDO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000438960";"EQUIPE ESTRELA";"eSF";"7";"2";"2";"1";"2";"2";"6";"2";"0";"0";"4";"259";"7";"37,00"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439258";"EQUIPE VERDE";"eSF";"9";"2";"3";"3";"9";"10";"6";"4";"1";"3";"9";"540";"15";"36,00"
"0010197";"SESAU USF SERRADINHO DR SUMIE IKEDA RODRIGUES";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439134";"EQUIPE JOAO DE BARRO";"eSF";"33";"18";"22";"19";"22";"20";"28";"17";"14";"7";"27";"2076";"37";"56,11"
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644335";"EQUIPE AMARELO";"eSF";"14";"9";"10";"8";"5";"13";"12";"4";"2";"3";"8";"806";"19";"42,42"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644696";"EQUIPE AREA VERDE";"eSF";"5";"3";"2";"3";"6";"6";"4";"0";"2";"0";"5";"329";"10";"32,90"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001675958";"EQUIPE FENIX";"eSF";"7";"5";"5";"6";"7";"7";"6";"5";"2";"3";"4";"520";"11";"47,27"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439916";"EQUIPE AZUL";"eSF";"34";"10";"13";"8";"22";"14";"29";"13";"6";"6";"23";"1636";"40";"40,90"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482734";"EQUIPE ALPHA";"eSF";"6";"2";"3";"1";"2";"3";"5";"2";"0";"0";"4";"258";"7";"36,86"
"3334406";"SESAU USF NOVA ESPERANCA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440345";"EQUIPE PARATI";"eSF";"20";"6";"6";"3";"14";"11";"16";"9";"4";"6";"13";"992";"23";"43,13"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282097";"EQUIPE AGUIA";"eSF";"28";"12";"13";"13";"25";"16";"23";"10";"5";"4";"25";"1594";"30";"53,13"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440221";"EQUIPE ESMERALDA";"eSF";"48";"17";"18";"4";"25";"21";"39";"16";"7";"6";"30";"2127";"53";"40,13"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001674196";"EQUIPE TERRA";"eSF";"20";"11";"10";"7";"16";"14";"18";"6";"6";"5";"16";"1181";"23";"51,35"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439002";"EQUIPE AZUL";"eSF";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0,00"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439487";"EQUIPE AMARELA";"eSF";"27";"15";"17";"17";"21";"19";"23";"16";"10";"10";"20";"1782";"28";"63,64"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439800";"EQUIPE OURO";"eSF";"14";"8";"4";"2";"7";"8";"13";"8";"6";"4";"10";"770";"20";"38,50"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707949";"EQUIPE NOGUEIRA";"eSF";"8";"3";"5";"3";"3";"7";"8";"3";"2";"2";"8";"476";"12";"39,67"
"0010219";"SESAU USF INDUBRASIL MANOEL SECCO THOME";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644327";"EQUIPE AZUL";"eSF";"18";"7";"7";"1";"12";"13";"17";"9";"5";"5";"5";"909";"21";"43,29"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001474561";"EQUIPE UNIAO";"eSF";"3";"0";"1";"0";"1";"2";"2";"1";"1";"1";"1";"120";"5";"24,00"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644688";"EQUIPE VERDE";"eSF";"35";"12";"14";"8";"20";"17";"23";"13";"11";"4";"23";"1655";"44";"37,61"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
