Ministério da Saúde MS
Secretaria de Atenção Primária à Saúde SAPS
Sistema de Informação para a Atenção Primária à Saúde – SIAPS
Dado gerado em: 13 de outubro de 2025 - 08:01h
Relatório Qualidade - Visão por Competência

Dados Sócio Demográficos:
UF: MS
Município: 500270 / CAMPO GRANDE

Filtro:
Indicador: Cuidado da pessoa com Diabetes
Competência selecionada: AGO/25
Tipo de Equipe: eAP, eSF

CNES;ESTABELECIMENTO;TIPO DO ESTABELECIMENTO;INE;NOME DA EQUIPE;SIGLA DA EQUIPE;TER REALIZADO PELO MENOS 01 CONSULTA PRESENCIAL OU REMOTA POR PROFISSIONAL MÉDICA(O) OU ENFERMEIRA(O), NOS ÚLTIMOS 6 MESES;TER PELO MENOS 01 REGISTRO DE MEDIÇÃO DA PRESSÃO ARTERIAL, REALIZADO NOS ÚLTIMOS 6 MESES;TER PELO MENOS 02 VISITAS DOMICILIARES POR ACS/TACS, COM INTERVALO MÍNIMO DE 30 DIAS, REALIZADAS NOS ÚLTIMOS 12 MESES ;TER REALIZADO PELO MENOS 01 (UM) REGISTRO DE PESO E ALTURA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE HEMOGLOBINA GLICADA, SOLICITADA OU AVALIADA, NOS ÚLTIMOS 12 MESES;TER PELO MENOS 01 REGISTRO DE AVALIAÇÃO DOS PÉS, REALIZADO NOS ÚLTIMOS 15 MESES;SOMATÓRIO DE BOAS PRÁTICAS REALIZADAS PARA PESSOAS COM DIABETES VINCULADAS À EQUIPE;NÚMERO TOTAL DE PESSOAS COM DIABETES VINCULADAS À EQUIPE;PONTUAÇÃO
"0010235";"SESAU USF VILA NASSER DR MILTON KOJO CHINEN";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644335";"EQUIPE AMARELO";"eSF";"140";"115";"126";"128";"122";"7";"10900";"160";"68,10"
"7108001";"SESAU USF JARDIM BOTAFOGO DR ELIZABETH WANDERLE TOBARU";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644696";"EQUIPE AREA VERDE";"eSF";"76";"72";"85";"63";"25";"7";"5725";"112";"51,10"
"0024473";"SESAU USF CORONEL ANTONINO DR ARTHUR VASCONCELOS DIAS";"CENTRO DE SAUDE/UNIDADE BASICA";"0001675958";"EQUIPE FENIX";"eSF";"116";"113";"130";"111";"108";"14";"10110";"159";"63,60"
"7568835";"SESAU USF VILA FERNANDA MARIA IVONE DE O NASCIMENTO ARAKAKI";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439916";"EQUIPE AZUL";"eSF";"148";"133";"170";"110";"122";"4";"11895";"183";"65,00"
"0010251";"SESAU USF CAICARA DR ALBERTO NEDER";"CENTRO DE SAUDE/UNIDADE BASICA";"0001482734";"EQUIPE ALPHA";"eSF";"39";"34";"38";"12";"6";"14";"2530";"59";"42,90"
"3334406";"SESAU USF NOVA ESPERANCA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440345";"EQUIPE PARATI";"eSF";"168";"158";"186";"129";"130";"24";"13695";"219";"62,50"
"3499642";"SESAU USF JARDIM PRESIDENTE DR NASRI SIUFI";"CENTRO DE SAUDE/UNIDADE BASICA";"0002282097";"EQUIPE AGUIA";"eSF";"158";"146";"168";"155";"144";"28";"13615";"182";"74,80"
"3198278";"SESAU USF PAULO COELHO MACHADO";"CENTRO DE SAUDE/UNIDADE BASICA";"0000440221";"EQUIPE ESMERALDA";"eSF";"184";"160";"199";"117";"167";"19";"14605";"216";"67,60"
"2752530";"SESAU CF DRA MARCIA DE SA EARP NOVA LIMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001674196";"EQUIPE TERRA";"eSF";"157";"143";"189";"128";"159";"151";"15635";"204";"76,60"
"0010146";"SESAU USF MATA DO JACINTO DR ADEMAR GUEDES DE SOUZA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439002";"EQUIPE AZUL";"eSF";"43";"36";"109";"23";"54";"0";"4735";"126";"37,60"
"0010340";"SESAU USF ALVES PEREIRA DR WALFRIDO AZAMBUJA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439487";"EQUIPE AMARELA";"eSF";"165";"149";"189";"140";"140";"51";"14280";"215";"66,40"
"0024465";"SESAU USF DONA NETA GUANANDI ENG ARTHUR HOKAMA";"CENTRO DE SAUDE/UNIDADE BASICA";"0000439800";"EQUIPE OURO";"eSF";"274";"191";"324";"229";"87";"66";"20555";"361";"56,90"
"0024457";"SESAU USF TIRADENTES DR ANTONIO PEREIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001707949";"EQUIPE NOGUEIRA";"eSF";"72";"60";"30";"42";"72";"4";"4710";"108";"43,60"
"0010219";"SESAU USF INDUBRASIL MANOEL SECCO THOME";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644327";"EQUIPE AZUL";"eSF";"105";"99";"112";"93";"73";"42";"8945";"144";"62,10"
"9443525";"SESAU USF OLIVEIRA II BENEDITO MARTINS GONCALVES";"CENTRO DE SAUDE/UNIDADE BASICA";"0001474561";"EQUIPE UNIAO";"eSF";"114";"67";"149";"63";"88";"7";"8635";"164";"52,70"
"3285294";"SESAU USF JARDIM LOS ANGELES SEBASTIAO LUIZ NOGUEIRA";"CENTRO DE SAUDE/UNIDADE BASICA";"0001644688";"EQUIPE VERDE";"eSF";"140";"123";"140";"101";"94";"12";"10550";"160";"65,90"

Fonte: Sistema de Informação para a Atenção Primária à Saúde - SIAPS
Dado preliminar
